VMV_Code,National_Variable_Code,Variable_Common_Name,Variable_Common_Name_fr,variable_type,Variable_type_fr,measurement_unit,description,Description_fr,National_Method_Code,Method_Title,Method_Title_fr
109671,4403,PHENANTHRENE-C1,PHNANTHRNE-C1,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109672,4053,DIBENZOTHIOPHENE-C2,DIBENZOTHIOPHNE-C2,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109673,4055,PHENANTHRENE/ANTHRACENE-C2,PHNANTHRNE/ANTHRACNE-C2,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109674,1324,4-PROPYLDIBENZOTHIOPHENE-C3,4-PROPYLDIBENZOTHIOPHNE-C3,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109675,1325,"2,4,7-TRIMETHYLDIBENZOTHIOPHENE-C3","2,4,7-TRIMTHYLDIBENZOTHIOPHNE-C3",AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109676,4401,FLUORANTHENE/PYRENE-C1,FLUORANTHNE/PYRNE-C1,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109677,4068,PHENANTHRENE/ANTHRACENE-C3,PHNANTHRNE/ANTHRACNE-C3,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109678,1326,3-ETHYLFLUORANTHENE-C2,3-THYLFLUORANTHNE-C2,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109679,1327,TETRAMETHYLPHENANTHRENE-C4,TTRAMTHYLPHNANTHRNE-C4,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109680,4412,CHRYSENE-C1,CHRYSNE-C1,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109681,1328,ETHYLCHRYSENE-C2,THYLCHRYSNE-C2,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109682,1329,N-PROPYLCHRYSENE-C3,N-PROPYLCHRYSNE-C3,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109683,1330,N-BUTYLCHRYSENE-C4,N-BUTYLCHRYSNE-C4,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
109684,3069,3-METHYLCHOLANTHRENE,3-MTHYLCHOLANTHRNE,AROMATIC,AROMATIQUES,NG/ML,NANOGRAM PER MILLILITER,NANOGRAMME PAR MILLILITRE,10366,ALKYLATED POLYNUCLEAR AROMATIC HYDROCARBONS (ALKYLATED PAHS),HYDROCARBURES AROMATIQUES POLYNUCLAIRES ALKYLS (HAP ALKYLS)
110001,3469,TURBIDITY (FIELD),TURBIDIT (TERRAIN),FIELD (DESCRIPTIVE),TERRAIN (DESCRIPTIF),NTU,NEPHELOMETRIC TURBIDITY UNIT,UNIT DE TURBIDIT NPHLOMTRIQUE,3620,FIELD MEASUREMENTS ARE MADE USING A MULTI-SONDE.,LES MESURES DE TERRAIN SONT EFFECTUES EN UTILISANT UNE MULTI-SONDE.
110002,659,OXYGEN DISSOLVED,OXYGNE DISSOUS,OXYGEN,OXYGNE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,3620,FIELD MEASUREMENTS ARE MADE USING A MULTI-SONDE.,LES MESURES DE TERRAIN SONT EFFECTUES EN UTILISANT UNE MULTI-SONDE.
110003,661,OXYGEN DISSOLVED % SATURATION,OXYGNE DISSOUS % SATURATION,OXYGEN,OXYGNE,% SAT,% SATURATION,% DE SATURATION,3620,FIELD MEASUREMENTS ARE MADE USING A MULTI-SONDE.,LES MESURES DE TERRAIN SONT EFFECTUES EN UTILISANT UNE MULTI-SONDE.
110108,3042,BUTYLATE,BUTILATE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110110,1110,ATRAZINE DESETHYL,ATRAZINE-DSTHYL,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110111,2721,ETHALFLURALIN,THALFLURALINE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110112,122,TRIFLURALIN,TRIFLURALINE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110113,172,PHORATE,PHORATE,INSECTICIDES,INSECTICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110114,161,DIALLATE,DIALLATE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110115,100,SIMAZINE,SIMAZINE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110116,189,DIAZINON,DIAZINON,INSECTICIDES,INSECTICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110117,162,TRIALLATE,TRIALLATE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110119,208,METOLACHLOR,MTOLACHLORE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110120,154,CYANAZINE,CYANAZINE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110121,210,DICLOFOP-METHYL,DICLOFOP-MTHYLE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110122,1148,RESMETHRIN,RESMTHRINE,INSECTICIDES,INSECTICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110123,1147,PIPERONYL BUTOXIDE,BUTOXYDE DE PIPRONYLE,SUBSTITUTED AROMATIC,AROMATIQUES SUBSTITUS,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110124,156,BENZOYLPROP-ETHYL,BENZOYLPROP-THYLE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110125,265,PHOSMET TOTAL,PHOSMET TOTAL,INSECTICIDES,INSECTICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110126,3634,AZAMETHIPHOS,AZAMETHIPHOS,INSECTICIDES,INSECTICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110127,232,TERBACIL,TERBACILE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,3655,PESTICIDES IN WATER WITH GPC CLEAN-UP ARE DETERMINED BY GC/MS.,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR GC/MS AVEC NETTOYAGE PAR GPC.
110128,302,AZINPHOS-METHYL,AZINPHOS-MTHYL,INSECTICIDES,INSECTICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110131,187,BETA-ENDOSULFAN,BTA-ENDOSULFAN,INSECTICIDES,INSECTICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110132,5,CHLOROTHALONIL,CHLOROTHALONIL,ORGANOCHLORINE,ORGANOCHLORS,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110134,133,ATRAZINE,ATRAZINE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110136,186,LINURON,LINURON,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110137,4152,METOBROMURON,MTOBROMURON,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110138,121,CARBOFURAN,CARBOFURAN,INSECTICIDES,INSECTICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110141,150,METRIBUZIN,MTRIBUZINE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110146,3632,AZOXYSTROBIN,AZOXYSTROBINE,FUNGICIDES,FONGICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110147,244,CARBARYL,CARBARYL,INSECTICIDES,INSECTICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110149,234,DIMETHOATE OR PHOSPHAMIDE,DIMTHOATE OU PHOSPHAMIDE,INSECTICIDES,INSECTICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110150,326,FONOFOS,FONOFOS,INSECTICIDES,INSECTICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110151,60,HEPTACHLOR EPOXIDE,POXYDE D'HEPTACHLORE,INSECTICIDES,INSECTICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110152,2646,"METALAXYL (METHYL N-(METHOXYACETYL)-N-(2,6-XYLYL)-D-ALANINATE)","MTALAXYLE (MTHYL N-(MTHOXYACTYL)-N-(2,6-XYLYL)-D-ALANINATE)",FUNGICIDES,FONGICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110154,209,HEXAZINONE,HEXAZINONE,HERBICIDES,HERBICIDES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4000,PESTICIDES IN WATER ARE DETERMINED USING LIQUID-LIQUID EXTRACTION AND CAPILLARY GAS CHROMATOGRAPHY WITH MASS SPECTROMETER DETECTOR (GC-MSD).,LES PESTICIDES DANS L'EAU SONT DTERMINS PAR EXTRACTION LIQUIDE-LIQUIDE ET CHROMATOGRAPHIE EN PHASE GAZEUSE AVEC COLONNE CAPILLAIRE ET DTECTION PAR SPECTROMTRIE DE MASSE.
110238,730,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,PHOSPHORUS,PHOSPHORE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,4004,ANALYSIS OF PHOSPHATES IS DONE BY AUTOCLAVE DIGESTION WITH LACHAT FIA.,LANALYSE DES PHOSPHATES EST EFFECTUE PAR UNE DIGESTION  LAUTOCLAVE AVEC LACHAT FIA.
110239,2655,AMMONIA UNFILTERED,AZOTE AMMONIACAL NON FILTR,NITROGEN,AZOTE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,4005,ANALYSIS OF AMMONIA IS DONE WITH LACHAT FIA.,LANALYSE DE L'AZOTE AMMONIACAL EST EFFECTUE AVEC LACHAT FIA.
110240,635,NITROGEN TOTAL,AZOTE TOTAL,NITROGEN,AZOTE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,4006,TOTAL NITROGEN IN WATER IS MEASURED SPECTROPHOTOMETRICALLY AT THE 520 NM WAVELENGTH (FIA).,LAZOTE TOTAL DANS L'EAU EST MESUR SPECTROPHOTOMTRIQUEMENT  LA LONGUEUR DONDE DE 520 NM (FIA).
110241,766,ANTIMONY TOTAL,ANTIMOINE TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110242,379,ARSENIC  TOTAL,ARSENIC  TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110243,393,BERYLLIUM TOTAL,BRYLLIUM TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110244,412,CADMIUM TOTAL,CADMIUM TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110245,463,CHROMIUM TOTAL,CHROME TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110246,456,COBALT TOTAL,COBALT TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110247,470,COPPER  TOTAL,CUIVRE TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
